Gene_Name	Term_ID	DB
LYN	28016	GO
LYN	15217	GO
LYN	28021	GO
LYN	21368	GO
LYN	1927	GO
LYN	28054	GO
LYN	33175	GO
LYN	14232	GO
LYN	11676	GO
LYN	1439	GO
LYN	1440	GO
LYN	16811	GO
LYN	32194	GO
LYN	15309	GO
LYN	21969	GO
LYN	14290	GO
LYN	2009	GO
LYN	3034	GO
LYN	8174	GO
LYPD3	6077	GO
LYPLA1	5600	GO
LYPLA1	21795	GO
LYPLA1	1589	GO
LYPLA1	28150	GO
LYPLA1	5597	GO
LYPLA2	5600	GO
LYPLA2	1589	GO
LYPLA2	5597	GO
LYST	9696	GO
LYST	21638	GO
LYST	5768	GO
LYST	14667	GO
LYST	6475	GO
LYST	28686	GO
LYST	3025	GO
LYST	5971	GO
LYST	16406	GO
LYST	17307	GO
LYST	22204	GO
LYST	16477	GO
LYVE1	5025	GO
LYVE1	6242	GO
LYVE1	8067	GO
LYVE1	5768	GO
LYVE1	4169	GO
LYVE1	3593	GO
LYVE1	5880	GO
LYVE1	6077	GO
LYVE1	14335	GO
LYZ	1088	GO
LYZ	1407	GO
LYZ	5900	GO
LYZ	3025	GO
LYZ	22973	GO
LYZ	6751	GO
LZIC	8648	GO
LZTFL1	41586	GO
LZTFL1	41589	GO
LZTR1	5346	GO
LZTR1	6242	GO
LZTS1	6016	GO
LZTS1	10785	GO
LZTS1	5346	GO
LZTS1	27075	GO
LZTS1	26506	GO
LZTS1	5978	GO
LZTS1	5343	GO
LZTS2	33856	GO
LZTS2	673	GO
LZTS2	35400	GO
LZTS2	28297	GO
LZTS2	5994	GO
LZTS2	28364	GO
LZTS2	6866	GO
LZTS2	28403	GO
LZTS2	38258	GO
LZTS2	6805	GO
LZTS2	9365	GO
LZTS2	1334	GO
LZTS2	4086	GO
LZTS2	5978	GO
LZTS2	14300	GO
M6PR	6848	GO
M6PR	5857	GO
M6PR	5768	GO
M6PR	4169	GO
M6PR	10349	GO
MAB21L1	6242	GO
MAB21L1	6804	GO
MAB21L1	21807	GO
MAB21L1	6183	GO
MAB21L2	8608	GO
MAB21L2	6183	GO
MAB21L2	21807	GO
MAB21L2	1171	GO
MAB21L2	6804	GO
MAB21L2	6298	GO
MACC1	5346	GO
MACC1	28851	GO
MACC1	5343	GO
MACF1	24293	GO
MACF1	14299	GO
MACF1	21799	GO
MACF1	20939	GO
MACF1	3156	GO
MACF1	4086	GO
MACF1	5979	GO
MACF1	9052	GO
MACF1	16829	GO
MACF1	28958	GO
MAD1L1	6018	GO
MAD1L1	6019	GO
MAD1L1	5989	GO
MAD1L1	26826	GO
MAD1L1	21002	GO
MAD1L1	5994	GO
MAD1L1	40045	GO
MAD1L1	28403	GO
MAD1L1	35544	GO
MAD1L1	5978	GO
MAD2L1	6720	GO
MAD2L1	6018	GO
MAD2L1	6019	GO
MAD2L1	5989	GO
MAD2L1	42664	GO
MAD2L1	104	GO
MAD2L1	5994	GO
MAD2L1	21935	GO
MAD2L1	24432	GO
MAD2L1	21041	GO
MAD2L1	28529	GO
MAD2L1	15187	GO
MAD2L1	28403	GO
MAD2L1	244	GO
MAD2L1	28530	GO
MAD2L1	35576	GO
MAD2L1	5978	GO
MAD2L1BP	6018	GO
MAD2L1BP	6021	GO
MAD2L2	6019	GO
MAD2L2	21131	GO
MAD2L2	11022	GO
MAD2L2	22167	GO
MAD2L2	9367	GO
MAD2L2	5916	GO
MAD2L2	158	GO
MAD2L2	42664	GO
MAD2L2	21041	GO
MAD2L2	9141	GO
MAD2L2	5304	GO
MAD2L2	17080	GO
MAD2L2	5951	GO
MAD2L2	1090	GO
MAD2L2	35400	GO
MAD2L2	21586	GO
MAD2L2	45397	GO
MAD2L2	5978	GO
MAD2L2	5343	GO
MAD2L2	5346	GO
MAD2L2	44776	GO
MAD2L2	5994	GO
MAD2L2	28403	GO
MADCAM1	2183	GO
MADCAM1	21895	GO
MADCAM1	3593	GO
MADCAM1	4169	GO
MADCAM1	18058	GO
MADCAM1	5901	GO
MADCAM1	14319	GO
MADCAM1	28055	GO
MADCAM1	6458	GO
MADCAM1	27963	GO
MADCAM1	6140	GO
MADCAM1	6077	GO
MADD	36226	GO
MADD	6082	GO
MADD	16451	GO
MADD	9222	GO
MADD	10854	GO
MADD	17068	GO
MADD	45950	GO
MADD	2966	GO
MADD	217	GO
MADD	3419	GO
MADD	40094	GO
MAEA	6244	GO
MAEA	3593	GO
MAEA	27082	GO
MAEA	27083	GO
MAEA	16976	GO
MAEA	28403	GO
MAEA	3156	GO
MAEA	5978	GO
MAEA	22012	GO
MAF	5346	GO
MAF	32196	GO
MAF	5348	GO
MAF	26759	GO
MAF	2921	GO
MAF	16302	GO
MAF	1328	GO
MAF	9048	GO
MAF	1593	GO
MAF	27099	GO
MAF	24444	GO
MAF	158	GO
MAF	5343	GO
MAF1	5346	GO
MAF1	32109	GO
MAF1	10950	GO
MAF1	5343	GO
MAFA	14208	GO
MAFA	5346	GO
MAFA	5348	GO
MAFA	8198	GO
MAFA	2921	GO
MAFA	6172	GO
MAFA	11022	GO
MAFA	24444	GO
MAFA	5343	GO
MAFB	21314	GO
MAFB	5346	GO
MAFB	6276	GO
MAFB	5348	GO
MAFB	24199	GO
MAFB	24444	GO
MAFB	2921	GO
MAFB	26826	GO
MAFB	6477	GO
MAFB	24175	GO
MAFB	6320	GO
MAFB	17018	GO
MAFB	19191	GO
MAFB	6298	GO
MAFB	13500	GO
MAFB	13501	GO
MAFB	5343	GO
MAFF	1215	GO
MAFF	5346	GO
MAFF	19811	GO
MAFF	24132	GO
MAFF	5348	GO
MAFF	2921	GO
MAFF	6457	GO
MAFF	3034	GO
MAFF	24444	GO
MAFF	5343	GO
MAFG	1215	GO
MAFG	5346	GO
MAFG	24132	GO
MAFG	5348	GO
MAFG	20999	GO
MAFG	2921	GO
MAFG	14703	GO
MAFG	6583	GO
MAFG	9048	GO
MAFG	3034	GO
MAFG	24444	GO
MAFG	5343	GO
MAFK	5346	GO
MAFK	5348	GO
MAFK	6298	GO
MAFK	2921	GO
MAFK	3034	GO
MAFK	24444	GO
MAFK	5343	GO
MAG	24193	GO
MAG	26975	GO
MAG	3593	GO
MAG	13687	GO
MAG	14132	GO
MAG	28054	GO
MAG	27958	GO
MAG	9399	GO
MAG	6298	GO
MAG	15647	GO
MAGEA1	24266	GO
MAGEA1	5346	GO
MAGEA1	158	GO
MAGEA1	5343	GO
MAGEA12	6679	GO
MAGEA3	21928	GO
MAGEA3	9377	GO
MAGEA3	40282	GO
MAGEA4	6679	GO
MAGEA6	6679	GO
MAGEA8	6679	GO
MAGEA9	6679	GO
MAGEB6	6679	GO
MAGEC2	28536	GO
MAGEC2	22963	GO
MAGED1	16865	GO
MAGED1	5346	GO
MAGED1	5348	GO
MAGED1	22141	GO
MAGED1	10854	GO
MAGED1	35499	GO
MAGED1	11022	GO
MAGED1	11024	GO
MAGED1	26800	GO
MAGED1	27867	GO
MAGED1	45949	GO
MAGED1	21566	GO
MAGEE1	6679	GO
MAGEH1	3419	GO
MAGI1	3593	GO
MAGI1	6082	GO
MAGI1	5429	GO
MAGI1	32874	GO
MAGI2	45527	GO
MAGI2	28963	GO
MAGI2	16483	GO
MAGI2	16869	GO
MAGI2	21895	GO
MAGI2	2855	GO
MAGI2	4169	GO
MAGI2	28394	GO
MAGI2	43853	GO
MAGI2	33870	GO
MAGI2	20590	GO
MAGI2	30480	GO
MAGI2	33713	GO
MAGI2	14452	GO
MAGI2	10837	GO
MAGI2	6805	GO
MAGI2	9398	GO
MAGI2	36150	GO
MAGI2	6298	GO
MAGI2	1597	GO
MAGI3	4169	GO
MAGI3	24529	GO
MAGI3	25172	GO
MAGI3	10837	GO
MAGI3	24824	GO
MAGI3	7865	GO
MAGI3	3419	GO
MAGI3	4222	GO
MAGOH	5377	GO
MAGOH	422	GO
MAGOH	5768	GO
MAGOH	5385	GO
MAGOH	5386	GO
MAGOH	28171	GO
MAGOH	5395	GO
MAGOH	6773	GO
MAGOH	214	GO
MAGOH	2941	GO
MAGOH	414	GO
MAGOH	15167	GO
MAGOHB	5377	GO
MAGOHB	5768	GO
MAGOHB	28171	GO
MAGOHB	6773	GO
MAGOHB	214	GO
MAGT1	11841	GO
MAGT1	5768	GO
MAGT1	10285	GO
MAGT1	28045	GO
MAGT1	5455	GO
MAGT1	41839	GO
MAGT1	30044	GO
MAL	40096	GO
MAL	14277	GO
MAL	6314	GO
MAL	21389	GO
MAL	23725	GO
MAL	3419	GO
MAL	30044	GO
MAL	1278	GO
MAL2	14141	GO
MALL	21453	GO
MALT1	14084	GO
MALT1	14088	GO
MALT1	8073	GO
MALT1	28297	GO
MALT1	21901	GO
MALT1	6159	GO
MALT1	1430	GO
MALT1	20507	GO
MALT1	2222	GO
MALT1	15409	GO
MALT1	1721	GO
MALT1	6720	GO
MALT1	28225	GO
MALT1	16706	GO
MALT1	1734	GO
MALT1	3018	GO
MALT1	28368	GO
MALT1	23647	GO
MALT1	10854	GO
MALT1	5479	GO
MALT1	4588	GO
MALT1	20975	GO
MALT1	20987	GO
MALT1	28029	GO
MAML1	31008	GO
MAML1	9250	GO
MAML1	5346	GO
MAML1	24444	GO
MAML1	23977	GO
MAML1	5353	GO
MAML1	6133	GO
MAML1	28278	GO
MAML1	6135	GO
MAML1	2617	GO
MAML1	5436	GO
MAML1	5343	GO
MAML2	5346	GO
MAML2	5353	GO
MAML2	6133	GO
MAML2	6135	GO
MAML2	24444	GO
MAML2	5343	GO
MAML3	5346	GO
MAML3	5353	GO
MAML3	6133	GO
MAML3	6135	GO
MAML3	24444	GO
MAML3	5343	GO
MAMSTR	5346	GO
MAMSTR	9250	GO
MAMSTR	24444	GO
MAMSTR	5343	GO
MAN1A1	1088	GO
MAN1A1	5459	GO
MAN1A1	5454	GO
MAN1A1	42383	GO
MAN1A2	1088	GO
MAN1A2	6477	GO
MAN1A2	5454	GO
MAN1A2	42383	GO
MAN1A2	26610	GO
MAN1A2	5459	GO
MAN1A2	7572	GO
MAN1B1	1088	GO
MAN1B1	14537	GO
MAN1B1	20397	GO
MAN1B1	20398	GO
MAN1B1	42382	GO
MAN1B1	42384	GO
MAN1B1	5454	GO
MAN1B1	5459	GO
MAN1B1	7771	GO
MAN1C1	1088	GO
MAN1C1	5454	GO
MAN1C1	42383	GO
MAN1C1	5455	GO
MAN1C1	5459	GO
MAN2A1	1088	GO
MAN2A1	4523	GO
MAN2A1	6477	GO
MAN2A1	5454	GO
MAN2A1	4975	GO
MAN2A1	30128	GO
MAN2A1	5489	GO
MAN2A1	26610	GO
MAN2A1	5011	GO
MAN2A1	27956	GO
MAN2A1	5459	GO
MAN2A1	5944	GO
MAN2A1	1401	GO
MAN2A1	1215	GO
MAN2A2	1088	GO
MAN2A2	5454	GO
MAN2A2	4975	GO
MAN2A2	5489	GO
MAN2A2	5459	GO
MAN2A2	5011	GO
MAN2B1	1088	GO
MAN2B1	4975	GO
MAN2B1	5489	GO
MAN2B1	5011	GO
MAN2B1	5433	GO
MAN2B1	7773	GO
MAN2C1	1088	GO
MAN2C1	4975	GO
MAN2C1	5489	GO
MAN2C1	5011	GO
MAN2C1	7773	GO
MANBA	1088	GO
MANBA	5433	GO
MANBA	7773	GO
MANBA	4975	GO
MANF	6679	GO
MANF	2983	GO
MAOA	21288	GO
MAOA	5547	GO
MAOA	21005	GO
MAOA	21007	GO
MAOA	21266	GO
MAOA	5555	GO
MAOA	5112	GO
MAOA	21274	GO
MAOB	7776	GO
MAOB	27852	GO
MAOB	24461	GO
MAOB	16464	GO
MAOB	26832	GO
MAOB	21266	GO
MAOB	7860	GO
MAOB	9492	GO
MAOB	13687	GO
MAOB	5112	GO
MAOB	28506	GO
MAOB	8475	GO
MAOB	8701	GO
MAOB	23999	GO
MAP1A	259	GO
MAP1A	37060	GO
MAP1A	5958	GO
MAP1A	37047	GO
MAP1A	1727	GO
MAP1B	10880	GO
MAP1B	25889	GO
MAP1B	259	GO
MAP1B	6307	GO
MAP1B	24293	GO
MAP1B	16358	GO
MAP1B	8423	GO
MAP1B	1112	GO
MAP1B	6298	GO
MAP1B	26940	GO
MAP1B	31230	GO
MAP1LC3A	5868	GO
MAP1LC3A	5933	GO
MAP1LC3A	82	GO
MAP1LC3A	10780	GO
MAP1LC3A	445	GO
MAP1LC3B	5868	GO
MAP1LC3B	5933	GO
MAP1LC3B	82	GO
MAP1LC3B	41175	GO
MAP1LC3B	10780	GO
MAP1LC3C	5868	GO
MAP1LC3C	5933	GO
MAP1LC3C	82	GO
MAP1LC3C	10780	GO
MAP1LC3C	445	GO
MAP1S	25889	GO
MAP1S	27073	GO
MAP1S	259	GO
MAP1S	5868	GO
MAP1S	6317	GO
MAP1S	9268	GO
MAP1S	1112	GO
MAP1S	6298	GO
MAP1S	3419	GO
MAP2	27074	GO
MAP2	259	GO
MAP2	15217	GO
MAP2	13878	GO
MAP2	1112	GO
MAP2K1	14337	GO
MAP2K1	32260	GO
MAP2K1	32263	GO
MAP2K1	11022	GO
MAP2K1	6805	GO
MAP2K1	35479	GO
MAP2K1	30106	GO
MAP2K1	11676	GO
MAP2K1	30586	GO
MAP2K1	1439	GO
MAP2K1	30755	GO
MAP2K1	30509	GO
MAP2K1	16815	GO
MAP2K1	45360	GO
MAP2K1	37047	GO
MAP2K1	27959	GO
MAP2K1	13625	GO
MAP2K1	30524	GO
MAP2K1	5436	GO
MAP2K1	24125	GO
MAP2K1	26943	GO
MAP2K1	192	GO
MAP2K1	30792	GO
MAP2K1	4169	GO
MAP2K1	26826	GO
MAP2K1	30409	GO
MAP2K1	14930	GO
MAP2K1	19794	GO
MAP2K1	41810	GO
MAP2K1	10837	GO
MAP2K1	9048	GO
MAP2K1	217	GO
MAP2K1	9049	GO
MAP2K1	5979	GO
MAP2K1	14303	GO
MAP2K1	33763	GO
MAP2K1	5880	GO
MAP2K1	27129	GO
MAP2K1	35706	GO
MAP2K1	6397	GO
MAP2K1	5887	GO
MAP2K2	32260	GO
MAP2K2	32263	GO
MAP2K2	11022	GO
MAP2K2	35479	GO
MAP2K2	11676	GO
MAP2K2	1439	GO
MAP2K2	30509	GO
MAP2K2	16815	GO
MAP2K2	45360	GO
MAP2K2	27959	GO
MAP2K2	30524	GO
MAP2K2	5436	GO
MAP2K2	26943	GO
MAP2K2	192	GO
MAP2K2	30409	GO
MAP2K2	26826	GO
MAP2K2	44875	GO
MAP2K2	14930	GO
MAP2K2	19794	GO
MAP2K2	41810	GO
MAP2K2	10837	GO
MAP2K2	20182	GO
MAP2K2	217	GO
MAP2K2	9049	GO
MAP2K2	33763	GO
MAP2K2	30586	GO
MAP2K2	6397	GO
MAP2K3	192	GO
MAP2K3	20919	GO
MAP2K3	4169	GO
MAP2K3	5900	GO
MAP2K3	11022	GO
MAP2K3	24368	GO
MAP2K3	19794	GO
MAP2K3	10837	GO
MAP2K3	5436	GO
MAP2K3	30134	GO
MAP2K3	217	GO
MAP2K3	11676	GO
MAP2K4	192	GO
MAP2K4	8067	GO
MAP2K4	4169	GO
MAP2K4	45391	GO
MAP2K4	19794	GO
MAP2K4	6163	GO
MAP2K4	14132	GO
MAP2K4	10837	GO
MAP2K4	5436	GO
MAP2K4	3419	GO
MAP2K4	20507	GO
MAP2K4	11676	GO
MAP2K5	45954	GO
MAP2K5	32264	GO
MAP2K5	18060	GO
MAP2K5	45070	GO
MAP2K5	23951	GO
MAP2K5	11676	GO
MAP2K5	158	GO
MAP2K5	35362	GO
MAP2K5	21928	GO
MAP2K5	5436	GO
MAP2K5	192	GO
MAP2K5	28356	GO
MAP2K5	4169	GO
MAP2K5	16073	GO
MAP2K5	10837	GO
MAP2K5	14422	GO
MAP2K5	33238	GO
MAP2K5	217	GO
MAP2K5	27866	GO
MAP2K5	33374	GO
MAP2K5	30842	GO
MAP2K5	24444	GO
MAP2K5	6397	GO
MAP2K6	11676	GO
MAP2K6	5917	GO
MAP2K6	13982	GO
MAP2K6	1441	GO
MAP2K6	16290	GO
MAP2K6	28843	GO
MAP2K6	30134	GO
MAP2K6	32312	GO
MAP2K6	5436	GO
MAP2K6	192	GO
MAP2K6	4169	GO
MAP2K6	19794	GO
MAP2K6	10837	GO
MAP2K6	217	GO
MAP2K6	3419	GO
MAP2K6	5979	GO
MAP2K6	34525	GO
MAP2K6	5343	GO
MAP2K6	7776	GO
MAP2K6	5346	GO
MAP2K6	21859	GO
MAP2K6	2426	GO
MAP2K7	1441	GO
MAP2K7	16194	GO
MAP2K7	34525	GO
MAP2K7	4169	GO
MAP2K7	29033	GO
MAP2K7	18544	GO
MAP2K7	22256	GO
MAP2K7	19794	GO
MAP2K7	6163	GO
MAP2K7	28498	GO
MAP2K7	6165	GO
MAP2K7	5436	GO
MAP2K7	10837	GO
MAP2K7	5912	GO
MAP2K7	3419	GO
MAP2K7	42357	GO
MAP2K7	20507	GO
MAP2K7	11676	GO
MAP2K7	7867	GO
MAP2K7	7870	GO
MAP3K1	192	GO
MAP3K1	2251	GO
MAP3K1	14092	GO
MAP3K1	3419	GO
MAP3K1	14132	GO
MAP3K1	10837	GO
MAP3K1	216	GO
MAP3K1	20507	GO
MAP3K1	5436	GO
MAP3K10	192	GO
MAP3K10	21859	GO
MAP3K10	25220	GO
MAP3K10	4169	GO
MAP3K10	24826	GO
MAP3K10	11024	GO
MAP3K10	6448	GO
MAP3K10	3419	GO
MAP3K10	6163	GO
MAP3K10	6164	GO
MAP3K10	6165	GO
MAP3K10	5436	GO
MAP3K10	22167	GO
MAP3K10	216	GO
MAP3K10	11673	GO
MAP3K10	10837	GO
MAP3K10	11675	GO
MAP3K10	11676	GO
MAP3K10	6136	GO
MAP3K10	22238	GO
MAP3K11	21859	GO
MAP3K11	25220	GO
MAP3K11	106	GO
MAP3K11	6448	GO
MAP3K11	22256	GO
MAP3K11	6163	GO
MAP3K11	6164	GO
MAP3K11	6165	GO
MAP3K11	5436	GO
MAP3K11	6803	GO
MAP3K11	10837	GO
MAP3K11	217	GO
MAP3K11	24826	GO
MAP3K11	11676	GO
MAP3K11	22238	GO
MAP3K12	192	GO
MAP3K12	25220	GO
MAP3K12	45391	GO
MAP3K12	6163	GO
MAP3K12	11029	GO
MAP3K12	10837	GO
MAP3K12	37047	GO
MAP3K12	216	GO
MAP3K12	11673	GO
MAP3K12	11675	GO
MAP3K12	5436	GO
MAP3K12	4222	GO
MAP3K13	28225	GO
MAP3K13	25220	GO
MAP3K13	6163	GO
MAP3K13	10837	GO
MAP3K13	216	GO
MAP3K13	5436	GO
MAP3K14	192	GO
MAP3K14	14092	GO
MAP3K14	21901	GO
MAP3K14	5901	GO
MAP3K14	6158	GO
MAP3K14	15309	GO
MAP3K14	14132	GO
MAP3K14	10837	GO
MAP3K14	216	GO
MAP3K14	20473	GO
MAP3K14	5436	GO
MAP3K14	17150	GO
MAP3K15	192	GO
MAP3K15	5436	GO
MAP3K15	10837	GO
MAP3K15	216	GO
MAP3K2	192	GO
MAP3K2	11022	GO
MAP3K2	14132	GO
MAP3K2	6165	GO
MAP3K2	10837	GO
MAP3K2	216	GO
MAP3K2	217	GO
MAP3K2	5436	GO
MAP3K3	192	GO
MAP3K3	25220	GO
MAP3K3	38812	GO
MAP3K3	1100	GO
MAP3K3	21901	GO
MAP3K3	10837	GO
MAP3K3	216	GO
MAP3K3	5436	GO
MAP3K3	4222	GO
MAP3K4	192	GO
MAP3K4	16194	GO
MAP3K4	4222	GO
MAP3K4	29033	GO
MAP3K4	12589	GO
MAP3K4	30799	GO
MAP3K4	8661	GO
MAP3K4	5436	GO
MAP3K4	10837	GO
MAP3K4	216	GO
MAP3K4	42357	GO
MAP3K4	1402	GO
MAP3K4	38812	GO
MAP3K4	22238	GO
MAP3K4	8895	GO
MAP3K5	6163	GO
MAP3K5	9364	GO
MAP3K5	6165	GO
MAP3K5	40217	GO
MAP3K5	22042	GO
MAP3K5	1441	GO
MAP3K5	2426	GO
MAP3K5	7865	GO
MAP3K5	5436	GO
MAP3K5	32191	GO
MAP3K5	192	GO
MAP3K5	7120	GO
MAP3K5	18897	GO
MAP3K5	31953	GO
MAP3K5	1872	GO
MAP3K5	10837	GO
MAP3K5	216	GO
MAP3K5	217	GO
MAP3K5	3419	GO
MAP3K5	22238	GO
MAP3K5	23647	GO
MAP3K5	21859	GO
MAP3K5	36331	GO
MAP3K5	39279	GO
MAP3K5	20478	GO
MAP3K5	24826	GO
MAP3K5	36222	GO
MAP3K5	24191	GO
MAP3K6	4169	GO
MAP3K6	6165	GO
MAP3K6	10837	GO
MAP3K6	216	GO
MAP3K6	5436	GO
MAP3K7	14084	GO
MAP3K7	21901	GO
MAP3K7	6158	GO
MAP3K7	6159	GO
MAP3K7	6161	GO
MAP3K7	6163	GO
MAP3K7	20507	GO
MAP3K7	22686	GO
MAP3K7	2222	GO
MAP3K7	32312	GO
MAP3K7	1721	GO
MAP3K7	5436	GO
MAP3K7	28225	GO
MAP3K7	16706	GO
MAP3K7	4169	GO
MAP3K7	2251	GO
MAP3K7	6092	GO
MAP3K7	28498	GO
MAP3K7	10837	GO
MAP3K7	216	GO
MAP3K7	217	GO
MAP3K7	3419	GO
MAP3K7	22238	GO
MAP3K7	5343	GO
MAP3K7	5346	GO
MAP3K7	4088	GO
MAP3K7	28029	GO
MAP3K8	4169	GO
MAP3K8	15309	GO
MAP3K8	1872	GO
MAP3K8	28498	GO
MAP3K8	10837	GO
MAP3K8	216	GO
MAP3K8	5978	GO
MAP3K8	3419	GO
MAP3K8	5436	GO
MAP3K9	192	GO
MAP3K9	5346	GO
MAP3K9	21859	GO
MAP3K9	25220	GO
MAP3K9	6448	GO
MAP3K9	6164	GO
MAP3K9	6165	GO
MAP3K9	5436	GO
MAP3K9	10837	GO
MAP3K9	216	GO
MAP3K9	3419	GO
MAP3K9	11676	GO
MAP3K9	5343	GO
MAP4	28162	GO
MAP4	28397	GO
MAP4	15217	GO
MAP4	28403	GO
MAP4	40889	GO
MAP4	5981	GO
MAP4K1	192	GO
MAP4K1	25220	GO
MAP4K1	5899	GO
MAP4K1	6803	GO
MAP4K1	10837	GO
MAP4K1	6165	GO
MAP4K1	215	GO
MAP4K1	11673	GO
MAP4K1	5436	GO
MAP4K1	4222	GO
MAP4K2	192	GO
MAP4K2	5901	GO
MAP4K2	1872	GO
MAP4K2	6163	GO
MAP4K2	4531	GO
MAP4K2	10837	GO
MAP4K2	6165	GO
MAP4K2	215	GO
MAP4K2	24826	GO
MAP4K2	5436	GO
MAP4K2	4222	GO
MAP4K2	23647	GO
MAP4K3	192	GO
MAP4K3	7870	GO
MAP4K3	18544	GO
MAP4K3	6163	GO
MAP4K3	10837	GO
MAP4K3	215	GO
MAP4K3	5436	GO
MAP4K3	4222	GO
MAP4K4	6720	GO
MAP4K4	14176	GO
MAP4K4	14092	GO
MAP4K4	10837	GO
MAP4K4	24824	GO
MAP4K4	5436	GO
MAP4K4	4222	GO
MAP4K5	192	GO
MAP4K5	6165	GO
MAP4K5	10837	GO
MAP4K5	215	GO
MAP4K5	5436	GO
MAP4K5	4222	GO
MAP6	5768	GO
MAP6	27074	GO
MAP6	16386	GO
MAP6	259	GO
MAP7	6080	GO
MAP7	5912	GO
MAP7	259	GO
MAP7	34475	GO
MAP7D1	259	GO
MAP7D2	259	GO
MAP7D3	259	GO
MAP7D3	25227	GO
MAP9	673	GO
MAP9	5994	GO
MAP9	28339	GO
MAP9	28403	GO
MAP9	5978	GO
MAP9	6013	GO
MAP9	35615	GO
MAPK1	17539	GO
MAPK1	9220	GO
MAPK1	32260	GO
MAPK1	14084	GO
MAPK1	7044	GO
MAPK1	5899	GO
MAPK1	11022	GO
MAPK1	31376	GO
MAPK1	30482	GO
MAPK1	6804	GO
MAPK1	35479	GO
MAPK1	6295	GO
MAPK1	9495	GO
MAPK1	11673	GO
MAPK1	20507	GO
MAPK1	20508	GO
MAPK1	5916	GO
MAPK1	10650	GO
MAPK1	11675	GO
MAPK1	6176	GO
MAPK1	30106	GO
MAPK1	12701	GO
MAPK1	15651	GO
MAPK1	6308	GO
MAPK1	33185	GO
MAPK1	30376	GO
MAPK1	28584	GO
MAPK1	30509	GO
MAPK1	16815	GO
MAPK1	45360	GO
MAPK1	15667	GO
MAPK1	7860	GO
MAPK1	20537	GO
MAPK1	7865	GO
MAPK1	24124	GO
MAPK1	5436	GO
MAPK1	30524	GO
MAPK1	28223	GO
MAPK1	192	GO
MAPK1	16194	GO
MAPK1	21315	GO
MAPK1	22087	GO
MAPK1	4169	GO
MAPK1	30409	GO
MAPK1	26826	GO
MAPK1	36044	GO
MAPK1	30797	GO
MAPK1	16464	GO
MAPK1	14930	GO
MAPK1	14290	GO
MAPK1	10837	GO
MAPK1	22359	GO
MAPK1	217	GO
MAPK1	5978	GO
MAPK1	219	GO
MAPK1	3419	GO
MAPK1	32731	GO
MAPK1	5343	GO
MAPK1	34402	GO
MAPK1	5346	GO
MAPK1	38115	GO
MAPK1	13283	GO
MAPK1	29033	GO
MAPK1	28014	GO
MAPK1	14451	GO
MAPK1	9461	GO
MAPK1	42357	GO
MAPK1	6397	GO
MAPK1	4222	GO
MAPK1	5887	GO
MAPK10	192	GO
MAPK10	7876	GO
MAPK10	4169	GO
MAPK10	26800	GO
MAPK10	6163	GO
MAPK10	10837	GO
MAPK10	6166	GO
MAPK10	217	GO
MAPK10	20507	GO
MAPK10	5436	GO
MAPK10	21566	GO
MAPK10	28223	GO
MAPK11	192	GO
MAPK11	5343	GO
MAPK11	5346	GO
MAPK11	4169	GO
MAPK11	45898	GO
MAPK11	5899	GO
MAPK11	39852	GO
MAPK11	24176	GO
MAPK11	30129	GO
MAPK11	30130	GO
MAPK11	9048	GO
MAPK11	10837	GO
MAPK11	28278	GO
MAPK11	26392	GO
MAPK11	217	GO
MAPK11	4222	GO
MAPK11	36891	GO
MAPK11	5436	GO
MAPK11	6174	GO
MAPK11	28223	GO
MAPK12	192	GO
MAPK12	5343	GO
MAPK12	5346	GO
MAPK12	6406	GO
MAPK12	23977	GO
MAPK12	4169	GO
MAPK12	24306	GO
MAPK12	10837	GO
MAPK12	28278	GO
MAPK12	26392	GO
MAPK12	11673	GO
MAPK12	5978	GO
MAPK12	5979	GO
MAPK12	5436	GO
MAPK12	5917	GO
MAPK12	9375	GO
MAPK13	192	GO
MAPK13	5346	GO
MAPK13	27915	GO
MAPK13	5899	GO
MAPK13	16718	GO
MAPK13	5912	GO
MAPK13	10837	GO
MAPK13	26392	GO
MAPK13	11673	GO
MAPK13	5978	GO
MAPK13	5436	GO
MAPK13	4222	GO
MAPK13	5343	GO
MAPK14	1025	GO
MAPK14	4226	GO
MAPK14	9091	GO
MAPK14	25220	GO
MAPK14	8198	GO
MAPK14	6408	GO
MAPK14	5006	GO
MAPK14	26392	GO
MAPK14	11673	GO
MAPK14	665	GO
MAPK14	36891	GO
MAPK14	5916	GO
MAPK14	10652	GO
MAPK14	1052	GO
MAPK14	6174	GO
MAPK14	1568	GO
MAPK14	9250	GO
MAPK14	21160	GO
MAPK14	39852	GO
MAPK14	32814	GO
MAPK14	19890	GO
MAPK14	15667	GO
MAPK14	30131	GO
MAPK14	5887	GO
MAPK14	12854	GO
MAPK14	5436	GO
MAPK14	35644	GO
MAPK14	15295	GO
MAPK14	192	GO
MAPK14	28223	GO
MAPK14	6082	GO
MAPK14	35400	GO
MAPK14	4169	GO
MAPK14	33354	GO
MAPK14	33099	GO
MAPK14	45898	GO
MAPK14	16463	GO
MAPK14	21584	GO
MAPK14	38096	GO
MAPK14	16464	GO
MAPK14	28498	GO
MAPK14	10837	GO
MAPK14	9048	GO
MAPK14	217	GO
MAPK14	3419	GO
MAPK14	5343	GO
MAPK14	14431	GO
MAPK14	5346	GO
MAPK14	5348	GO
MAPK14	24444	GO
